,submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
0,05/04/2020,KY,5245,5245.0,0.0,115,0.0,261,261.0,0.0,8,0.0,05/05/2020 05:25:08 PM,Agree,Agree
1,12/08/2020,OK,205999,171497.0,34502.0,0,0.0,1752,1680.0,72.0,0,0.0,12/09/2020 02:45:40 PM,Agree,Agree
2,04/30/2020,IA,7145,,,302,0.0,162,,,14,0.0,05/01/2020 09:00:19 PM,Not agree,Not agree
3,06/25/2020,NE,18346,,,125,0.0,260,,,3,0.0,06/26/2020 07:18:27 PM,Not agree,Not agree
4,02/24/2020,CA,10,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
5,11/14/2020,VA,201961,183455.0,18506.0,1161,191.0,3800,3527.0,273.0,1,0.0,11/15/2020 03:12:13 PM,Agree,Agree
6,12/02/2020,NY,346492,,,5775,0.0,10117,,,56,0.0,12/03/2020 03:21:08 PM,Not agree,Not agree
7,01/23/2020,WY,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
8,05/05/2020,GA,28196,28182.0,14.0,602,1.0,1258,1258.0,0.0,47,0.0,05/06/2020 12:23:08 PM,Agree,Agree
9,01/29/2020,MA,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
10,02/25/2020,NJ,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Agree
11,05/16/2020,AS,0,,,0,0.0,0,,,0,0.0,05/17/2020 03:27:46 PM,,
12,03/13/2020,MS,1,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
13,12/10/2020,WY,38223,33203.0,5020.0,338,24.0,299,299.0,0.0,0,0.0,12/11/2020 03:06:51 PM,Agree,Agree
14,04/04/2020,MI,14225,,,1555,,540,,,62,,04/03/2020 04:22:39 PM,Agree,Agree
15,10/19/2020,MA,151370,141474.0,9896.0,827,0.0,9740,9532.0,208.0,15,0.0,10/20/2020 02:59:27 PM,Agree,Agree
16,06/18/2020,NJ,168107,,,404,0.0,12800,12800.0,0.0,31,0.0,06/19/2020 03:01:11 PM,Not agree,Agree
17,12/02/2020,AR,161521,,,2212,705.0,2522,,,10,2.0,12/03/2020 03:21:08 PM,Not agree,Not agree
18,05/14/2020,VA,28672,27293.0,1379.0,859,35.0,977,944.0,33.0,22,5.0,05/15/2020 04:11:22 PM,Agree,Agree
19,11/12/2020,GA,416217,379873.0,36344.0,2802,265.0,8881,8403.0,478.0,548,478.0,11/13/2020 09:54:34 AM,Agree,Agree
20,05/28/2020,IL,115833,115833.0,0.0,1527,0.0,5186,5186.0,0.0,103,0.0,05/29/2020 02:19:55 PM,Agree,Agree
21,11/21/2020,IA,207675,,,3700,536.0,2160,,,25,0.0,11/22/2020 03:02:23 PM,Not agree,Not agree
22,12/18/2020,IA,264758,,,2200,609.0,3451,,,0,0.0,12/19/2020 02:42:31 PM,Not agree,Not agree
23,05/21/2020,CO,23121,20903.0,2218.0,369,61.0,1309,1036.0,273.0,10,0.0,05/22/2020 03:31:45 PM,Agree,Agree
24,09/19/2020,IN,110759,,,1076,0.0,3503,3278.0,225.0,8,0.0,09/20/2020 01:53:10 PM,Not agree,Agree
25,06/09/2020,NV,10030,,,225,-19.0,444,,,-17,-19.0,06/10/2020 08:56:25 PM,,
26,06/05/2020,RMI,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,06/06/2020 02:31:37 PM,Agree,Agree
27,05/26/2020,AS,0,,,0,0.0,0,,,0,0.0,05/27/2020 03:37:59 PM,,
28,12/04/2020,PR,55532,53633.0,1899.0,935,86.0,1184,955.0,229.0,12,0.0,12/05/2020 02:29:17 PM,Agree,Agree
29,09/15/2020,RMI,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,09/16/2020 01:53:41 PM,Agree,Agree
30,09/22/2020,PR,42660,20439.0,22221.0,64,24.0,617,447.0,170.0,4,0.0,09/23/2020 01:51:22 PM,Agree,Agree
31,07/14/2020,MS,37542,37198.0,344.0,0,0.0,1272,1249.0,23.0,-1,0.0,07/15/2020 03:05:12 PM,Agree,Agree
32,08/21/2020,ND,9736,9736.0,0.0,262,0.0,135,,,3,0.0,08/22/2020 02:21:09 PM,Agree,Not agree
33,06/18/2020,WA,27192,,,408,0.0,1245,,,19,0.0,06/19/2020 03:01:11 PM,,
34,02/27/2020,ND,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
35,04/20/2020,TN,7239,7239.0,0.0,443,0.0,152,152.0,0.0,5,0.0,04/20/2020 04:22:39 PM,Agree,Agree
36,03/11/2020,NY,164,,,27,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
37,08/05/2020,IA,46659,,,614,0.0,899,,,12,0.0,08/06/2020 02:12:27 PM,Not agree,Not agree
38,03/16/2020,AZ,18,,,5,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
39,02/28/2020,WI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
40,04/16/2020,OK,2359,2357.0,2.0,96,2.0,131,131.0,0.0,8,0.0,04/16/2020 04:22:39 PM,Agree,Agree
41,10/30/2020,TN,259488,244886.0,14602.0,2608,297.0,3341,3156.0,185.0,78,9.0,10/31/2020 01:30:31 PM,Agree,Agree
42,10/28/2020,AR,108640,,,961,271.0,1875,,,18,0.0,10/29/2020 02:11:33 PM,Not agree,Not agree
43,04/13/2020,MD,9472,,,536,,302,,,40,,04/12/2020 04:22:39 PM,,Agree
44,12/23/2020,OH,644822,583118.0,61704.0,7790,1474.0,8361,7613.0,748.0,109,26.0,12/24/2020 02:31:20 PM,Agree,Agree
45,10/22/2020,WV,21057,19907.0,1150.0,323,80.0,418,,,5,0.0,10/23/2020 01:44:31 PM,Agree,Not agree
46,03/30/2020,ND,109,,,11,,3,,,2,,03/29/2020 04:22:39 PM,Agree,Not agree
47,02/15/2020,IN,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Agree
48,12/09/2020,IL,812430,812430.0,0.0,8256,0.0,14613,13666.0,947.0,229,50.0,12/10/2020 02:50:16 PM,Agree,Agree
49,12/28/2020,AS,3,,,0,0.0,0,,,0,0.0,12/29/2020 02:56:32 PM,,
50,10/29/2020,NM,44904,,,1078,0.0,994,,,3,0.0,10/30/2020 01:37:23 PM,,Not agree
51,02/23/2020,MN,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,Agree
52,09/04/2020,LA,152369,,,822,0.0,5035,4872.0,163.0,14,0.0,09/05/2020 02:09:45 PM,Not agree,Agree
53,04/03/2020,IL,8904,,,1209,,210,,,53,,04/03/2020 04:22:39 PM,Agree,Agree
54,11/06/2020,NM,52394,,,1284,0.0,1088,,,6,0.0,11/07/2020 02:45:17 PM,,Not agree
55,07/16/2020,WV,4657,4535.0,122.0,100,4.0,99,,,1,0.0,07/17/2020 02:31:01 PM,Agree,Not agree
56,03/12/2020,PR,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
57,09/19/2020,FL,673194,,,3510,339.0,13287,,,62,9.0,09/20/2020 01:53:10 PM,Not agree,Not agree
58,09/26/2020,ID,40296,36721.0,3575.0,539,50.0,460,423.0,37.0,2,0.0,09/27/2020 01:39:49 PM,Agree,Agree
59,10/21/2020,NJ,223223,,,1030,0.0,16245,14456.0,1789.0,18,0.0,10/22/2020 01:34:46 PM,Not agree,Agree
60,08/11/2020,OH,102826,97373.0,5453.0,1095,80.0,3708,3435.0,273.0,35,5.0,08/12/2020 01:50:14 PM,Agree,Agree
61,07/30/2020,WI,56079,52108.0,3971.0,1091,32.0,926,919.0,7.0,8,0.0,07/31/2020 02:35:06 PM,Agree,Agree
62,04/16/2020,WY,401,296.0,105.0,8,0.0,2,2.0,0.0,0,0.0,04/16/2020 04:22:39 PM,Agree,Agree
63,09/28/2020,MI,135702,122735.0,12967.0,1329,21.0,7051,6731.0,320.0,7,-1.0,09/29/2020 01:50:42 PM,Agree,Agree
64,05/24/2020,NY,163392,,,732,0.0,7830,,,68,0.0,05/25/2020 02:12:49 PM,Not agree,Not agree
65,11/27/2020,NJ,326473,,,4095,0.0,16942,15113.0,1829.0,17,0.0,11/28/2020 02:46:47 PM,Not agree,Agree
66,07/30/2020,CO,46204,43032.0,3172.0,408,2.0,1822,1483.0,339.0,0,0.0,07/31/2020 02:35:06 PM,Agree,Agree
67,05/05/2020,IN,21033,,,526,0.0,1326,1213.0,113.0,62,0.0,05/06/2020 04:23:08 PM,Not agree,Agree
68,08/28/2020,RMI,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,08/29/2020 01:42:50 PM,Agree,Agree
69,03/25/2020,OH,704,,,140,,10,,,2,,03/26/2020 04:22:39 PM,Agree,Agree
70,10/11/2020,TX,792478,,,2418,0.0,16557,,,31,0.0,10/12/2020 02:07:08 PM,Not agree,Not agree
71,02/01/2020,WI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
72,09/10/2020,WA,78467,,,458,0.0,1985,,,7,0.0,09/11/2020 01:51:03 PM,,
73,07/05/2020,CT,46717,44741.0,1976.0,0,0.0,4335,3463.0,872.0,0,0.0,07/06/2020 03:16:12 PM,Agree,Agree
74,03/22/2020,PA,479,,,108,,2,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
75,08/01/2020,AZ,177022,177022.0,0.0,3012,0.0,3747,3747.0,0.0,53,0.0,08/02/2020 02:54:37 PM,Agree,Agree
76,10/06/2020,WY,6770,5751.0,1019.0,141,50.0,53,53.0,0.0,0,0.0,10/07/2020 01:45:01 PM,Agree,Agree
77,01/31/2020,GA,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
78,01/26/2020,PR,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
79,02/06/2020,ID,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
80,02/11/2020,NYC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
81,03/02/2020,OH,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
82,06/19/2020,NJ,168496,,,389,0.0,12835,12835.0,0.0,35,0.0,06/20/2020 02:15:45 PM,Not agree,Agree
83,12/13/2020,IL,848904,848904.0,0.0,7216,0.0,15339,14291.0,1048.0,107,-8.0,12/14/2020 02:36:45 PM,Agree,Agree
84,02/23/2020,NY,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
85,09/16/2020,FL,663234,,,2288,382.0,12939,,,152,3.0,09/17/2020 01:45:45 PM,Not agree,Not agree
86,11/23/2020,MA,211731,201835.0,9896.0,1785,0.0,10507,10299.0,208.0,18,0.0,11/24/2020 03:27:55 PM,Agree,Agree
87,05/16/2020,WI,12187,12187.0,0.0,502,0.0,453,453.0,0.0,8,0.0,05/17/2020 03:27:46 PM,Agree,Agree
88,04/18/2020,KY,2707,,,185,,144,,,7,,04/18/2020 04:22:39 PM,Agree,Agree
89,09/21/2020,ND,18508,18508.0,0.0,264,0.0,196,,,3,0.0,09/22/2020 01:51:57 PM,Agree,Not agree
90,08/19/2020,CO,53901,50313.0,3588.0,270,7.0,1900,1556.0,344.0,1,0.0,08/20/2020 03:11:45 PM,Agree,Agree
91,04/24/2020,FL,29707,,,864,0.0,1046,,,59,0.0,05/25/2020 03:38:40 PM,Not agree,Not agree
92,06/16/2020,CT,45349,43415.0,1934.0,114,2.0,4210,3362.0,848.0,6,0.0,06/17/2020 03:06:04 PM,Agree,Agree
93,05/19/2020,NJ,149013,,,974,0.0,10586,10586.0,0.0,151,0.0,05/20/2020 03:28:26 PM,Not agree,Agree
94,09/25/2020,WA,85226,,,988,0.0,2100,,,20,0.0,09/26/2020 01:46:07 PM,,
95,12/17/2020,MS,190411,137808.0,52603.0,2507,1534.0,4354,3615.0,739.0,34,13.0,12/18/2020 02:45:01 PM,Agree,Agree
96,08/09/2020,GA,221951,214506.0,7445.0,3162,31.0,4199,4199.0,0.0,13,0.0,08/10/2020 10:23:35 AM,Agree,Agree
97,12/03/2020,GA,487978,433353.0,54625.0,5839,1466.0,9648,8879.0,769.0,81,32.0,12/04/2020 03:00:59 PM,Agree,Agree
98,04/28/2020,WY,536,396.0,140.0,16,9.0,7,7.0,0.0,0,0.0,04/29/2020 06:12:08 PM,Agree,Agree
99,11/04/2020,TX,998267,,,11380,1753.0,18320,,,126,0.0,12/22/2020 10:17:06 PM,Not agree,Not agree
100,10/22/2020,LA,181904,,,772,0.0,5799,5593.0,206.0,9,0.0,10/23/2020 01:44:31 PM,Not agree,Agree
101,04/04/2020,CT,5276,,,361,,165,,,33,,04/03/2020 04:22:39 PM,Agree,Agree
102,02/01/2020,WV,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
103,11/20/2020,LA,216709,,,4743,447.0,6233,5985.0,248.0,34,0.0,11/21/2020 02:59:41 PM,Not agree,Agree
104,11/17/2020,MI,296840,272034.0,24806.0,7886,428.0,8511,8128.0,383.0,80,1.0,11/18/2020 02:57:46 PM,Agree,Agree
105,07/14/2020,NJ,175915,,,393,0.0,15582,13635.0,1947.0,22,0.0,07/15/2020 03:05:12 PM,Not agree,Agree
106,12/15/2020,AL,301533,247003.0,54530.0,3638,1397.0,4124,3642.0,482.0,22,4.0,12/16/2020 02:28:57 PM,Agree,Agree
107,03/19/2020,MS,80,,,30,,1,,,1,,03/26/2020 04:22:39 PM,Agree,Agree
108,12/10/2020,GA,525402,462175.0,63227.0,7623,1561.0,9975,9123.0,852.0,54,4.0,12/11/2020 03:06:51 PM,Agree,Agree
109,10/08/2020,NJ,211148,,,1298,0.0,16161,14373.0,1788.0,9,0.0,10/09/2020 01:43:36 PM,Not agree,Agree
110,03/03/2020,TX,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
111,06/20/2020,SC,23786,23756.0,30.0,1155,7.0,644,644.0,0.0,5,0.0,06/21/2020 02:32:57 PM,Agree,Agree
112,03/08/2020,PR,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
113,10/09/2020,VA,157905,148933.0,8972.0,1256,251.0,3354,3116.0,238.0,10,4.0,10/10/2020 01:30:17 PM,Agree,Agree
114,12/26/2020,OK,285914,231505.0,54409.0,2604,561.0,2378,2227.0,151.0,13,4.0,12/27/2020 02:44:47 PM,Agree,Agree
115,04/04/2020,AL,1633,,,98,,26,,,5,,04/03/2020 04:22:39 PM,Agree,Agree
116,03/06/2020,GA,8,8.0,0.0,6,0.0,0,,,0,,03/26/2020 12:22:39 PM,Agree,Agree
117,02/29/2020,CA,12,,,1,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
118,08/14/2020,AR,52392,,,626,0.0,587,,,5,0.0,08/15/2020 02:02:05 PM,Not agree,Not agree
119,04/29/2020,TX,27054,,,883,0.0,732,,,42,0.0,04/30/2020 04:07:01 PM,Not agree,Not agree
120,07/16/2020,AZ,134613,133838.0,775.0,3259,-3.0,2492,2353.0,139.0,58,0.0,07/17/2020 02:31:01 PM,Agree,Agree
121,06/22/2020,IL,138224,137224.0,1000.0,462,0.0,6875,6671.0,204.0,24,0.0,06/23/2020 02:28:19 PM,Agree,Agree
122,11/20/2020,ND,71540,71540.0,0.0,1524,0.0,834,,,16,0.0,11/21/2020 02:59:41 PM,Agree,Not agree
123,05/30/2020,ID,2839,2578.0,261.0,36,9.0,82,62.0,20.0,0,0.0,05/31/2020 02:43:17 PM,Agree,Agree
124,04/25/2020,CO,12868,11533.0,1335.0,684,146.0,670,564.0,106.0,-2,-15.0,05/25/2020 03:38:40 PM,Agree,Agree
125,10/01/2020,AS,0,,,0,0.0,0,,,0,0.0,10/02/2020 01:40:08 PM,,
126,09/30/2020,FL,698051,,,1880,264.0,14317,,,174,2.0,10/01/2020 01:42:11 PM,Not agree,Not agree
127,06/27/2020,PR,7189,1624.0,5565.0,123,101.0,153,59.0,94.0,1,0.0,06/28/2020 02:59:02 PM,Agree,Agree
128,08/16/2020,WV,8564,8393.0,171.0,107,3.0,160,,,0,0.0,08/17/2020 02:26:31 PM,Agree,Not agree
129,04/09/2020,MD,6968,,,783,,171,,,33,,04/08/2020 04:22:39 PM,,Agree
130,06/20/2020,CT,45715,43763.0,1952.0,158,5.0,4251,3394.0,857.0,13,4.0,06/21/2020 02:32:57 PM,Agree,Agree
131,02/06/2020,NV,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
132,10/10/2020,PR,53671,26776.0,26895.0,307,89.0,730,551.0,179.0,2,-1.0,10/11/2020 01:47:22 PM,Agree,Agree
133,05/05/2020,ID,2127,1960.0,167.0,21,8.0,65,47.0,18.0,1,1.0,05/06/2020 04:23:08 PM,Agree,Agree
134,10/03/2020,FL,705938,,,2726,414.0,14628,,,74,2.0,10/04/2020 01:35:23 PM,Not agree,Not agree
135,08/28/2020,PR,32550,14986.0,17564.0,562,302.0,428,283.0,145.0,4,1.0,08/29/2020 01:42:50 PM,Agree,Agree
136,05/26/2020,ID,2699,2458.0,241.0,15,2.0,81,61.0,20.0,2,0.0,05/27/2020 03:37:59 PM,Agree,Agree
137,01/22/2020,AL,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
138,03/29/2020,CA,5739,,,480,,137,,,18,,03/28/2020 04:22:39 PM,Not agree,Not agree
139,10/22/2020,NY,233558,,,1098,0.0,9177,,,11,0.0,10/23/2020 01:44:31 PM,Not agree,Not agree
140,10/14/2020,IN,139269,,,1165,0.0,3836,3609.0,227.0,14,0.0,10/15/2020 01:30:46 PM,Not agree,Agree
141,10/18/2020,AR,99066,,,644,115.0,1704,,,20,1.0,10/19/2020 02:06:44 PM,Not agree,Not agree
142,12/18/2020,GA,576537,500265.0,76272.0,8141,2049.0,10332,9396.0,936.0,38,0.0,12/19/2020 02:42:31 PM,Agree,Agree
143,12/22/2020,KY,247344,199942.0,47402.0,3047,1073.0,2440,2288.0,152.0,28,6.0,12/23/2020 02:36:58 PM,Agree,Agree
144,05/04/2020,PA,50092,49347.0,745.0,825,30.0,2458,,,14,0.0,05/05/2020 05:25:08 PM,Agree,Not agree
145,01/31/2020,OK,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
146,12/06/2020,NE,139834,,,1266,0.0,1205,,,11,0.0,12/07/2020 02:38:33 PM,Not agree,Not agree
147,07/03/2020,FL,175718,,,9415,0.0,3684,,,67,0.0,07/04/2020 03:30:31 PM,Not agree,Not agree
148,04/30/2020,NV,5007,,,109,9.0,252,,,15,9.0,05/01/2020 09:00:19 PM,,
149,06/13/2020,NE,16633,,,120,0.0,216,,,0,0.0,06/14/2020 02:19:43 PM,Not agree,Not agree
150,04/03/2020,KY,831,,,61,,37,,,6,,04/03/2020 04:22:39 PM,Agree,Agree
151,04/27/2020,NJ,111188,,,2150,0.0,6044,6044.0,0.0,106,0.0,05/25/2020 03:38:40 PM,Not agree,Agree
152,09/24/2020,VA,144433,137283.0,7150.0,941,106.0,3136,2930.0,206.0,23,0.0,09/25/2020 01:54:10 PM,Agree,Agree
153,06/16/2020,MI,66269,60189.0,6080.0,184,59.0,6034,5790.0,244.0,17,-1.0,06/17/2020 03:06:04 PM,Agree,Agree
154,03/15/2020,IA,22,,,6,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
155,08/07/2020,MA,120291,111853.0,8438.0,417,97.0,8709,8488.0,221.0,18,0.0,08/08/2020 02:58:44 PM,Agree,Agree
156,07/20/2020,AZ,145183,145183.0,0.0,1559,0.0,2784,2784.0,0.0,23,0.0,07/21/2020 02:50:17 PM,Agree,Agree
157,10/29/2020,CO,102014,95107.0,6907.0,1806,92.0,2268,1880.0,388.0,19,0.0,10/30/2020 01:37:23 PM,Agree,Agree
158,07/20/2020,SC,71445,71213.0,232.0,1459,11.0,1164,1147.0,17.0,9,0.0,07/21/2020 02:50:17 PM,Agree,Agree
159,10/05/2020,NYC,248233,242315.0,5918.0,502,29.0,23866,19220.0,4646.0,5,1.0,10/06/2020 01:33:58 PM,Agree,Agree
160,06/20/2020,WV,2500,2418.0,82.0,32,-1.0,88,,,0,0.0,06/21/2020 02:32:57 PM,Agree,Not agree
161,08/15/2020,CA,613689,,,12614,0.0,11147,,,151,0.0,08/16/2020 02:57:14 PM,Not agree,Not agree
162,12/01/2020,FL,991910,,,8540,5001.0,18679,,,82,16.0,12/02/2020 03:48:48 PM,Not agree,Not agree
163,03/14/2020,PA,47,,,18,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
164,03/07/2020,AL,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
165,03/31/2020,OK,565,,,84,,23,,,6,,03/30/2020 04:22:39 PM,Agree,Agree
166,04/06/2020,AS,0,,,0,,0,,,0,,04/05/2020 04:22:39 PM,,
167,03/27/2020,GA,2367,2365.0,2.0,524,0.0,65,,,5,,03/26/2020 12:22:39 PM,Agree,Agree
168,02/15/2020,MA,1,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
169,07/07/2020,RMI,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,07/08/2020 02:12:08 PM,Agree,Agree
170,08/09/2020,NY,193028,,,267,0.0,8879,,,4,0.0,08/10/2020 02:23:35 PM,Not agree,Not agree
171,05/26/2020,IL,113195,113195.0,0.0,1178,0.0,4923,4923.0,0.0,39,0.0,05/27/2020 03:37:59 PM,Agree,Agree
172,03/20/2020,MN,115,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,Agree
173,08/21/2020,IN,84317,,,1040,0.0,3208,2992.0,216.0,17,4.0,08/22/2020 02:21:09 PM,Not agree,Agree
174,11/21/2020,OK,182593,153787.0,28806.0,7088,1069.0,1659,1593.0,66.0,40,3.0,11/22/2020 03:02:23 PM,Agree,Agree
175,04/15/2020,PA,26490,,,1145,,647,,,63,,04/15/2020 04:22:39 PM,Agree,Not agree
176,10/16/2020,CA,861476,,,3075,0.0,16830,,,73,0.0,10/17/2020 02:09:18 PM,Not agree,Not agree
177,05/04/2020,MD,27117,,,709,0.0,1390,1290.0,100.0,73,-1.0,05/05/2020 05:25:08 PM,,Agree
178,08/09/2020,RMI,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,08/10/2020 02:23:35 PM,Agree,Agree
179,05/13/2020,AR,4236,,,72,0.0,97,,,2,0.0,05/14/2020 05:25:44 PM,Not agree,Not agree
180,09/29/2020,RMI,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,09/30/2020 02:17:41 PM,Agree,Agree
181,09/19/2020,SC,137240,134052.0,3188.0,922,180.0,3188,3017.0,171.0,11,4.0,09/20/2020 01:53:10 PM,Agree,Agree
182,05/09/2020,CA,64561,,,2049,0.0,2678,,,93,0.0,05/10/2020 09:26:08 PM,Not agree,Not agree
183,11/24/2020,RMI,4,2.0,2.0,0,2.0,0,0.0,0.0,0,0.0,11/25/2020 02:53:15 PM,Agree,Agree
184,11/19/2020,RMI,4,1.0,3.0,0,0.0,0,0.0,0.0,0,0.0,11/20/2020 03:06:16 PM,Agree,Agree
185,01/29/2020,TN,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
186,10/22/2020,WY,10119,8537.0,1582.0,271,39.0,68,68.0,0.0,7,0.0,10/23/2020 01:44:31 PM,Agree,Agree
187,04/16/2020,TN,6262,,,426,,141,,,7,,04/16/2020 04:22:39 PM,Agree,Agree
188,09/03/2020,ID,32927,30489.0,2438.0,263,1.0,372,336.0,36.0,0,0.0,09/04/2020 01:36:16 PM,Agree,Agree
189,09/14/2020,OK,77208,70223.0,6985.0,869,0.0,905,905.0,0.0,0,0.0,09/15/2020 02:03:59 PM,Agree,Agree
190,03/05/2020,NM,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,Not agree
191,04/28/2020,MA,58302,58302.0,0.0,1840,0.0,3153,3153.0,0.0,150,0.0,04/29/2020 06:12:08 PM,Agree,Agree
192,04/19/2020,NM,1845,,,47,0.0,55,,,2,0.0,04/19/2020 04:22:39 PM,,Not agree
193,12/15/2020,IL,863477,863477.0,0.0,7359,0.0,15587,14509.0,1078.0,132,17.0,12/16/2020 02:28:57 PM,Agree,Agree
194,05/11/2020,WY,669,510.0,159.0,7,1.0,7,7.0,0.0,0,0.0,05/12/2020 05:26:08 PM,Agree,Agree
195,09/14/2020,CA,757778,,,2855,0.0,14385,,,56,0.0,09/15/2020 02:03:59 PM,Not agree,Not agree
196,03/17/2020,LA,190,,,53,,4,,,1,,03/26/2020 04:22:39 PM,Not agree,Agree
197,10/26/2020,CT,68099,65421.0,2678.0,2047,2.0,4589,3683.0,906.0,12,3.0,10/27/2020 01:47:53 PM,Agree,Agree
198,07/28/2020,MD,86285,,,761,0.0,3478,3347.0,131.0,20,0.0,07/29/2020 02:34:46 PM,,Agree
199,04/01/2020,MA,7738,,,1118,,122,,,33,,03/31/2020 04:22:39 PM,Agree,Agree
200,08/11/2020,WA,64151,,,504,0.0,1716,,,19,0.0,08/12/2020 01:50:14 PM,,
201,07/31/2020,NY,189866,,,359,0.0,8841,,,4,0.0,08/01/2020 02:38:12 PM,Not agree,Not agree
202,06/23/2020,AL,31234,30803.0,431.0,757,8.0,870,860.0,10.0,27,0.0,06/24/2020 03:03:27 PM,Agree,Agree
203,04/19/2020,AZ,4929,4929.0,0.0,210,0.0,184,184.0,0.0,7,0.0,04/19/2020 04:22:39 PM,Agree,Agree
204,04/11/2020,AL,3262,,,254,,60,,,2,,04/10/2020 04:22:39 PM,Agree,Agree
205,10/29/2020,WI,226705,214996.0,11709.0,5146,276.0,2003,1948.0,55.0,60,9.0,10/30/2020 01:37:23 PM,Agree,Agree
206,11/12/2020,PR,41119,40574.0,545.0,667,61.0,914,704.0,210.0,5,1.0,11/13/2020 02:54:34 PM,Agree,Agree
207,10/28/2020,MA,160394,150498.0,9896.0,1137,0.0,9908,9700.0,208.0,36,0.0,10/29/2020 02:11:33 PM,Agree,Agree
208,06/07/2020,SC,14286,14286.0,0.0,370,0.0,546,546.0,0.0,1,0.0,06/08/2020 02:55:08 PM,Agree,Agree
209,09/01/2020,NYC,235514,230744.0,4770.0,250,2.0,23708,19063.0,4645.0,5,2.0,09/02/2020 01:49:48 PM,Agree,Agree
210,04/15/2020,AZ,3962,,,156,,142,,,11,,04/15/2020 04:22:39 PM,Agree,Agree
211,06/27/2020,MD,66777,,,327,0.0,3168,3042.0,126.0,11,-1.0,06/28/2020 02:59:02 PM,,Agree
212,06/29/2020,AR,20257,,,439,0.0,265,,,1,0.0,06/30/2020 03:27:33 PM,Not agree,Not agree
213,12/22/2020,SC,278055,257340.0,20715.0,2322,192.0,4976,4602.0,374.0,14,-1.0,12/23/2020 02:36:58 PM,Agree,Agree
214,05/19/2020,ND,1994,1994.0,0.0,63,0.0,45,,,1,0.0,05/20/2020 03:28:26 PM,Agree,Not agree
215,08/11/2020,MI,98213,88756.0,9457.0,907,111.0,6533,6264.0,269.0,7,0.0,08/12/2020 01:50:14 PM,Agree,Agree
216,05/21/2020,IA,16170,,,575,0.0,407,,,21,0.0,05/22/2020 03:31:45 PM,Not agree,Not agree
217,06/05/2020,GA,49543,49511.0,32.0,799,1.0,2174,2174.0,0.0,27,0.0,06/06/2020 10:31:37 AM,Agree,Agree
218,04/20/2020,GA,18416,18407.0,9.0,843,0.0,782,,,91,,04/20/2020 12:22:39 PM,Agree,Agree
219,07/31/2020,AZ,174010,174010.0,0.0,3212,0.0,3694,3694.0,0.0,68,0.0,08/01/2020 02:38:12 PM,Agree,Agree
