,submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
6461,01/30/2020,AZ,1,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
6462,10/25/2020,TX,862375,,,4304,0.0,17504,,,48,0.0,10/26/2020 01:41:41 PM,Not agree,Not agree
6463,03/02/2020,TX,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
6464,04/15/2020,WV,718,,,24,,12,,,2,,04/15/2020 04:22:39 PM,Agree,Not agree
6465,06/28/2020,RMI,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,06/29/2020 02:37:31 PM,Agree,Agree
6466,07/20/2020,IA,39224,,,501,0.0,797,,,4,0.0,07/21/2020 02:50:17 PM,Not agree,Not agree
6467,04/01/2020,TN,2240,,,1,,23,,,0,,03/31/2020 04:22:39 PM,Agree,Agree
6468,09/24/2020,TN,187544,180793.0,6751.0,835,125.0,2310,2221.0,89.0,35,6.0,09/25/2020 01:54:10 PM,Agree,Agree
6469,11/05/2020,AL,199158,169266.0,29892.0,1381,230.0,3026,2818.0,208.0,20,1.0,11/06/2020 03:33:41 PM,Agree,Agree
6470,05/03/2020,WV,1195,1195.0,0.0,11,0.0,50,,,0,0.0,05/04/2020 10:49:24 PM,Agree,Not agree
6471,10/03/2020,NE,47403,,,426,0.0,497,,,4,0.0,10/04/2020 01:35:23 PM,Not agree,Not agree
6472,02/11/2020,NM,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,Not agree
6473,08/19/2020,PR,28143,12576.0,15567.0,209,85.0,367,236.0,131.0,11,0.0,08/20/2020 03:11:45 PM,Agree,Agree
6474,12/21/2020,NV,205884,,,1939,0.0,2787,,,6,0.0,12/22/2020 02:35:48 PM,,
6475,10/20/2020,CO,87582,81528.0,6054.0,1208,216.0,2182,1801.0,381.0,2,1.0,10/21/2020 01:34:31 PM,Agree,Agree
6476,08/18/2020,NE,30825,,,262,0.0,368,,,6,0.0,08/19/2020 02:23:51 PM,Not agree,Not agree
6477,02/22/2020,LA,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Agree
6478,02/15/2020,IL,2,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
6479,08/11/2020,IN,75862,,,870,0.0,3069,2863.0,206.0,25,0.0,08/12/2020 01:50:14 PM,Not agree,Agree
6480,12/23/2020,NE,159662,,,1338,0.0,1561,,,40,0.0,12/24/2020 02:31:20 PM,Not agree,Not agree
6481,09/23/2020,NY,210805,,,385,0.0,9017,,,1,0.0,09/24/2020 01:54:02 PM,Not agree,Not agree
6482,12/26/2020,RMI,4,4.0,0.0,0,0.0,0,0.0,0.0,0,0.0,12/27/2020 02:44:47 PM,Agree,Agree
6483,03/22/2020,AL,157,,,26,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
6484,07/18/2020,FL,333201,,,10199,91.0,4895,,,90,-1.0,07/19/2020 03:05:47 PM,Not agree,Not agree
6485,06/30/2020,RMI,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,07/01/2020 03:45:16 PM,Agree,Agree
6486,10/27/2020,IA,117782,,,1079,222.0,1661,,,13,0.0,10/28/2020 01:52:28 PM,Not agree,Not agree
6487,12/15/2020,NM,122557,,,1258,0.0,2006,,,28,0.0,12/16/2020 02:28:57 PM,,Not agree
6488,02/06/2020,SC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
6489,09/17/2020,GA,315618,299205.0,16413.0,2083,236.0,6474,6474.0,0.0,55,0.0,09/18/2020 09:48:37 AM,Agree,Agree
6490,03/30/2020,CO,2627,,,320,,51,,,4,,03/29/2020 04:22:39 PM,Agree,Agree
6491,07/11/2020,MI,76370,68948.0,7422.0,685,32.0,6313,6067.0,246.0,28,0.0,07/12/2020 03:13:57 PM,Agree,Agree
6492,06/01/2020,OK,6347,6339.0,8.0,67,0.0,338,338.0,0.0,5,0.0,06/02/2020 02:16:17 PM,Agree,Agree
6493,02/14/2020,PA,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
6494,12/20/2020,MA,320986,311090.0,9896.0,4162,0.0,11673,11465.0,208.0,60,0.0,12/21/2020 02:39:53 PM,Agree,Agree
6495,08/06/2020,CA,529980,,,5258,0.0,9869,,,166,0.0,08/07/2020 11:57:59 PM,Not agree,Not agree
6496,10/10/2020,NJ,212877,,,864,0.0,16171,14383.0,1788.0,7,0.0,10/11/2020 01:47:22 PM,Not agree,Agree
6497,07/27/2020,OK,34981,32670.0,2311.0,1399,-2.0,496,496.0,0.0,0,0.0,07/28/2020 02:21:07 PM,Agree,Agree
6498,07/15/2020,NE,21979,,,262,0.0,291,,,5,0.0,07/16/2020 02:22:21 PM,Not agree,Not agree
6499,05/27/2020,AS,0,,,0,0.0,0,,,0,0.0,05/28/2020 03:12:25 PM,,
6500,09/28/2020,NE,44578,,,515,0.0,472,,,2,0.0,09/29/2020 01:50:42 PM,Not agree,Not agree
6501,05/31/2020,MS,15752,15643.0,109.0,251,2.0,739,724.0,15.0,5,0.0,06/01/2020 02:17:42 PM,Agree,Agree
6502,08/02/2020,ND,6785,6785.0,0.0,125,0.0,105,,,0,0.0,08/03/2020 02:31:01 PM,Agree,Not agree
6503,06/17/2020,MS,20641,20500.0,141.0,0,0.0,938,922.0,16.0,-1,0.0,06/18/2020 05:16:14 PM,Agree,Agree
6504,09/03/2020,MS,85116,80832.0,4284.0,0,0.0,2536,2373.0,163.0,0,0.0,09/04/2020 01:36:16 PM,Agree,Agree
6505,04/08/2020,NY,67513,,,5616,,1545,,,167,,04/07/2020 04:22:39 PM,Not agree,Not agree
6506,07/10/2020,WA,39218,,,637,0.0,1424,,,15,0.0,07/11/2020 06:25:05 PM,,
6507,12/19/2020,AL,319904,260501.0,59403.0,4221,1266.0,4389,3849.0,540.0,93,16.0,12/20/2020 02:32:33 PM,Agree,Agree
6508,09/04/2020,MD,111607,,,776,0.0,3796,3652.0,144.0,7,0.0,09/05/2020 02:09:45 PM,,Agree
6509,04/13/2020,MI,25635,,,997,,1602,,,115,,04/12/2020 04:22:39 PM,Agree,Agree
6510,05/20/2020,ND,2095,2095.0,0.0,101,0.0,49,,,4,0.0,05/21/2020 03:41:38 PM,Agree,Not agree
6511,07/21/2020,NE,23190,,,343,0.0,310,,,-3,0.0,07/22/2020 02:51:28 PM,Not agree,Not agree
6512,11/03/2020,AR,114161,,,520,0.0,2003,,,18,2.0,11/04/2020 03:03:00 PM,Not agree,Not agree
6513,03/06/2020,IA,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
6514,06/18/2020,OH,43122,39973.0,3149.0,700,30.0,2633,2401.0,232.0,22,-2.0,06/19/2020 03:01:11 PM,Agree,Agree
6515,07/13/2020,IN,52037,,,425,0.0,2762,2569.0,193.0,2,0.0,07/14/2020 03:13:07 PM,Not agree,Agree
6516,05/07/2020,IN,22503,,,633,0.0,1414,1295.0,119.0,37,6.0,05/08/2020 09:26:08 PM,Not agree,Agree
6517,06/16/2020,IL,134500,133639.0,861.0,623,0.0,6579,6398.0,181.0,72,0.0,06/17/2020 03:06:04 PM,Agree,Agree
6518,02/11/2020,MA,1,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
6519,01/30/2020,WV,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
6520,04/07/2020,TX,8262,,,986,,154,,,14,,04/07/2020 04:22:39 PM,Not agree,Not agree
6521,12/26/2020,ND,91465,88803.0,2662.0,110,26.0,1266,,,2,0.0,12/27/2020 02:44:47 PM,Agree,Not agree
6522,10/06/2020,PA,165243,159590.0,5653.0,1036,109.0,8244,,,17,-4.0,10/07/2020 01:45:01 PM,Agree,Not agree
6523,05/14/2020,PA,59636,58386.0,1250.0,938,85.0,4218,,,275,2.0,05/15/2020 04:11:22 PM,Agree,Not agree
6524,10/16/2020,IA,104972,,,1334,105.0,1523,,,17,0.0,10/17/2020 02:09:18 PM,Not agree,Not agree
6525,08/18/2020,WI,71424,66830.0,4594.0,709,75.0,1059,1052.0,7.0,13,0.0,08/19/2020 02:23:51 PM,Agree,Agree
6526,08/30/2020,CO,57223,53394.0,3829.0,182,-3.0,1944,1596.0,348.0,0,0.0,08/31/2020 02:05:56 PM,Agree,Agree
6527,08/25/2020,CA,673095,,,4480,0.0,12257,,,105,0.0,08/26/2020 01:51:40 PM,Not agree,Not agree
6528,08/26/2020,IL,227044,225627.0,1417.0,2157,0.0,8163,7954.0,209.0,37,0.0,08/27/2020 01:42:08 PM,Agree,Agree
6529,08/14/2020,NM,23160,,,173,0.0,703,,,6,0.0,08/15/2020 02:02:05 PM,,Not agree
6530,10/08/2020,FL,717148,,,3246,419.0,15068,,,164,5.0,10/09/2020 01:43:36 PM,Not agree,Not agree
6531,10/01/2020,TN,197432,189575.0,7857.0,1293,223.0,2501,2399.0,102.0,47,4.0,10/02/2020 01:40:08 PM,Agree,Agree
6532,11/29/2020,AR,156247,,,1221,202.0,2470,,,21,5.0,11/30/2020 02:51:40 PM,Not agree,Not agree
6533,01/22/2020,ID,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
6534,11/06/2020,VA,190874,175188.0,15686.0,2103,561.0,3704,3439.0,265.0,22,15.0,11/07/2020 02:45:17 PM,Agree,Agree
6535,04/13/2020,FL,20394,,,1057,,499,,,38,,04/12/2020 04:22:39 PM,Not agree,Not agree
6536,05/29/2020,MI,56621,56621.0,0.0,607,0.0,5406,5406.0,0.0,34,0.0,05/30/2020 03:47:59 PM,Agree,Agree
6537,09/10/2020,MS,89175,83918.0,5257.0,853,263.0,2670,2489.0,181.0,14,2.0,09/11/2020 01:51:03 PM,Agree,Agree
6538,02/20/2020,WA,1,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
6539,07/21/2020,IN,57916,,,710,0.0,2846,2652.0,194.0,21,1.0,07/22/2020 02:51:28 PM,Not agree,Agree
6540,07/03/2020,CT,46717,44741.0,1976.0,71,2.0,4335,3463.0,872.0,9,5.0,07/04/2020 03:30:31 PM,Agree,Agree
6541,11/22/2020,MN,270157,,,7205,282.0,3297,3181.0,116.0,40,0.0,11/23/2020 03:04:35 PM,,Agree
6542,03/23/2020,NY,8570,,,2447,,31,,,7,,03/26/2020 04:22:39 PM,Not agree,Not agree
6543,03/08/2020,MN,2,,,1,,0,,,0,,03/26/2020 04:22:39 PM,,Agree
6544,12/22/2020,CT,168960,158957.0,10003.0,1583,134.0,5703,4613.0,1090.0,27,4.0,12/23/2020 02:36:58 PM,Agree,Agree
6545,12/11/2020,RMI,4,4.0,0.0,0,0.0,0,0.0,0.0,0,0.0,12/12/2020 02:59:37 PM,Agree,Agree
6546,02/09/2020,PA,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
6547,05/20/2020,PA,64412,64412.0,0.0,476,-1518.0,4767,,,349,-60.0,05/21/2020 03:41:38 PM,Agree,Not agree
6548,07/29/2020,MA,116684,109096.0,7588.0,502,146.0,8580,8360.0,220.0,29,0.0,07/30/2020 02:42:43 PM,Agree,Agree
6549,02/02/2020,TN,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
6550,10/27/2020,TN,251774,238124.0,13650.0,1908,302.0,3207,3037.0,170.0,44,6.0,10/28/2020 01:52:28 PM,Agree,Agree
6551,02/23/2020,MD,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,Agree
6552,10/17/2020,WI,175227,166186.0,9041.0,0,0.0,1588,1574.0,14.0,0,0.0,10/18/2020 01:26:54 PM,Agree,Agree
6553,06/29/2020,NY,177991,,,202,0.0,8673,,,6,0.0,06/30/2020 03:27:33 PM,Not agree,Not agree
6554,12/11/2020,NM,116565,,,1834,0.0,1889,,,43,0.0,12/12/2020 02:59:37 PM,,Not agree
6555,10/02/2020,NY,216456,,,999,0.0,9050,,,4,0.0,10/03/2020 01:39:53 PM,Not agree,Not agree
6556,12/07/2020,PA,426444,394455.0,31989.0,6330,311.0,11373,,,42,30.0,12/08/2020 02:59:49 PM,Agree,Not agree
6557,09/09/2020,FL,644781,,,2006,365.0,12115,,,200,5.0,09/10/2020 02:02:53 PM,Not agree,Not agree
6558,04/18/2020,ID,1668,1577.0,91.0,13,2.0,44,44.0,0.0,1,-14.0,04/18/2020 04:22:39 PM,Agree,Agree
6559,11/04/2020,MA,168833,158937.0,9896.0,1629,0.0,10044,9836.0,208.0,27,0.0,11/05/2020 02:39:23 PM,Agree,Agree
6560,07/15/2020,NV,30673,,,841,-8.0,643,,,7,1.0,07/16/2020 02:22:21 PM,,
6561,10/18/2020,CO,85302,79492.0,5810.0,933,10.0,2176,1796.0,380.0,0,0.0,10/19/2020 02:06:44 PM,Agree,Agree
6562,10/10/2020,AZ,224978,220086.0,4892.0,894,55.0,5759,5472.0,287.0,13,1.0,10/11/2020 01:47:22 PM,Agree,Agree
6563,04/27/2020,TN,9952,9918.0,34.0,254,3.0,184,184.0,0.0,3,0.0,05/25/2020 03:38:40 PM,Agree,Agree
6564,12/05/2020,NJ,361986,,,5324,0.0,17306,15470.0,1836.0,51,0.0,12/06/2020 02:51:16 PM,Not agree,Agree
6565,11/22/2020,AR,145173,,,1352,75.0,2357,,,20,0.0,11/23/2020 03:04:35 PM,Not agree,Not agree
6566,06/29/2020,ID,5752,5212.0,540.0,433,11.0,91,71.0,20.0,0,0.0,06/30/2020 03:27:33 PM,Agree,Agree
6567,07/05/2020,AS,0,,,0,0.0,0,,,0,0.0,07/06/2020 03:16:12 PM,,
6568,05/21/2020,MS,12624,12624.0,0.0,402,0.0,595,595.0,0.0,15,0.0,05/22/2020 03:31:45 PM,Agree,Agree
6569,03/22/2020,CA,1709,,,175,,32,,,5,,03/26/2020 04:22:39 PM,Not agree,Not agree
6570,06/03/2020,MA,101592,97964.0,3628.0,429,4.0,7012,7012.0,0.0,-73,-141.0,06/04/2020 03:03:31 PM,Agree,Agree
6571,01/27/2020,PA,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
6572,07/05/2020,AL,44909,44405.0,504.0,2047,1.0,1009,986.0,23.0,2,0.0,07/06/2020 03:16:12 PM,Agree,Agree
6573,12/18/2020,AZ,442671,424599.0,18072.0,7635,526.0,7819,7142.0,677.0,142,40.0,12/19/2020 02:42:31 PM,Agree,Agree
6574,07/21/2020,MS,47071,46515.0,556.0,1547,31.0,1423,1390.0,33.0,34,2.0,07/22/2020 02:51:28 PM,Agree,Agree
6575,11/05/2020,PA,220566,209348.0,11218.0,2900,352.0,8937,,,47,36.0,11/06/2020 03:33:41 PM,Agree,Not agree
6576,06/05/2020,WA,22993,,,264,0.0,1149,,,11,0.0,06/06/2020 02:31:37 PM,,
6577,10/31/2020,GA,388993,359903.0,29090.0,2736,161.0,7979,7979.0,0.0,24,0.0,11/01/2020 10:03:08 AM,Agree,Agree
6578,04/22/2020,MI,33966,33966.0,0.0,999,0.0,2813,2813.0,0.0,113,0.0,04/22/2020 04:22:39 PM,Agree,Agree
6579,04/18/2020,WI,4199,,,154,,211,,,6,,04/18/2020 04:22:39 PM,Agree,Agree
6580,02/19/2020,NM,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,Not agree
6581,06/16/2020,PR,6003,1486.0,4517.0,52,45.0,147,57.0,90.0,0,0.0,06/17/2020 03:06:04 PM,Agree,Agree
6582,12/18/2020,NJ,423226,,,3896,0.0,18124,16216.0,1908.0,44,0.0,12/19/2020 02:42:31 PM,Not agree,Agree
6583,05/10/2020,WA,16891,,,217,0.0,931,,,10,0.0,05/11/2020 09:26:08 PM,,
6584,03/10/2020,CT,2,,,1,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
6585,08/12/2020,ID,26133,24418.0,1715.0,538,70.0,246,221.0,25.0,0,0.0,08/13/2020 02:12:28 PM,Agree,Agree
6586,01/27/2020,IL,1,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
6587,06/30/2020,GA,81677,80122.0,1555.0,1976,103.0,2805,2805.0,0.0,21,0.0,07/01/2020 11:45:16 AM,Agree,Agree
6588,02/14/2020,TN,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
6589,11/22/2020,PA,309639,288938.0,20701.0,7075,615.0,9842,,,41,35.0,11/23/2020 03:04:35 PM,Agree,Not agree
6590,12/17/2020,MI,487356,450776.0,36580.0,4541,517.0,11801,11212.0,589.0,213,19.0,12/18/2020 02:45:01 PM,Agree,Agree
6591,09/24/2020,WV,14706,14339.0,367.0,202,23.0,325,,,6,0.0,09/25/2020 01:54:10 PM,Agree,Not agree
6592,12/27/2020,AR,214877,,,908,259.0,3482,,,41,27.0,12/28/2020 02:42:49 PM,Not agree,Not agree
6593,05/07/2020,OH,22131,21132.0,999.0,555,48.0,1271,1153.0,118.0,46,7.0,05/08/2020 09:26:08 PM,Agree,Agree
6594,07/12/2020,IN,51612,,,533,0.0,2760,2567.0,193.0,4,0.0,07/13/2020 03:19:34 PM,Not agree,Agree
6595,07/27/2020,MS,52957,52286.0,671.0,653,6.0,1501,1464.0,37.0,6,0.0,07/28/2020 02:21:07 PM,Agree,Agree
6596,05/01/2020,AZ,7962,7962.0,0.0,314,0.0,330,330.0,0.0,10,0.0,05/02/2020 03:47:19 PM,Agree,Agree
6597,04/22/2020,AR,2281,,,19,0.0,42,,,-1,0.0,04/22/2020 04:22:39 PM,Not agree,Not agree
6598,09/03/2020,NE,35469,,,474,0.0,404,,,5,0.0,09/04/2020 01:36:16 PM,Not agree,Not agree
6599,01/23/2020,AL,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
6600,02/09/2020,CT,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
6601,11/28/2020,NYC,314790,290875.0,23915.0,1744,225.0,24268,19581.0,4687.0,8,9.0,11/29/2020 02:49:08 PM,Agree,Agree
6602,10/12/2020,RMI,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,10/13/2020 01:29:38 PM,Agree,Agree
6603,06/09/2020,WV,2179,2105.0,74.0,18,2.0,84,,,0,0.0,06/10/2020 08:56:25 PM,Agree,Not agree
6604,05/15/2020,NV,6629,,,130,15.0,354,,,15,15.0,05/16/2020 03:46:44 PM,,
6605,03/30/2020,VA,1020,,,0,,27,,,2,,03/29/2020 04:22:39 PM,Agree,Agree
6606,07/23/2020,AL,74344,72827.0,1517.0,2458,116.0,1399,1362.0,37.0,36,2.0,07/24/2020 02:18:40 PM,Agree,Agree
6607,02/12/2020,IL,2,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
6608,05/17/2020,NM,5938,,,91,0.0,265,,,6,1.0,05/18/2020 04:01:54 PM,,Not agree
6609,02/21/2020,MI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
6610,05/29/2020,AZ,18465,18465.0,0.0,702,0.0,885,885.0,0.0,28,0.0,05/30/2020 03:47:59 PM,Agree,Agree
6611,08/23/2020,LA,142943,,,1223,0.0,4746,4605.0,141.0,59,0.0,08/24/2020 01:54:34 PM,Not agree,Agree
6612,04/27/2020,RMI,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,05/25/2020 03:38:40 PM,Agree,Agree
6613,06/29/2020,IL,143514,142461.0,1053.0,738,0.0,7103,6902.0,201.0,14,0.0,06/30/2020 03:27:33 PM,Agree,Agree
6614,04/29/2020,WA,14070,,,228,0.0,801,,,15,0.0,04/30/2020 04:07:01 PM,,
6615,04/25/2020,AZ,6280,6280.0,0.0,235,0.0,273,273.0,0.0,7,0.0,05/25/2020 03:38:40 PM,Agree,Agree
6616,03/05/2020,WV,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
6617,07/03/2020,NYC,218165,213561.0,4604.0,348,-1.0,23159,18555.0,4604.0,19,-1.0,07/04/2020 03:30:31 PM,Agree,Agree
6618,05/22/2020,CO,23455,21202.0,2253.0,334,35.0,1323,1048.0,275.0,14,2.0,05/23/2020 05:58:16 PM,Agree,Agree
6619,03/03/2020,MA,2,,,1,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
6620,09/15/2020,AS,0,,,0,0.0,0,,,0,0.0,09/16/2020 01:53:41 PM,,
6621,11/11/2020,AL,208637,176355.0,32282.0,2070,702.0,3201,2958.0,243.0,81,13.0,11/12/2020 02:55:21 PM,Agree,Agree
6622,12/03/2020,IL,759562,759562.0,0.0,10959,0.0,13625,12830.0,795.0,228,37.0,12/04/2020 03:00:59 PM,Agree,Agree
6623,08/16/2020,CT,50897,48887.0,2010.0,0,0.0,4453,3569.0,884.0,0,0.0,08/17/2020 02:26:31 PM,Agree,Agree
6624,04/08/2020,GA,10080,10074.0,6.0,1130,1.0,371,,,20,,04/07/2020 12:22:39 PM,Agree,Agree
6625,10/06/2020,NM,30947,,,315,0.0,894,,,0,0.0,10/07/2020 01:45:01 PM,,Not agree
6626,05/11/2020,CA,67939,,,1259,0.0,2770,,,25,0.0,05/12/2020 05:26:08 PM,Not agree,Not agree
6627,08/26/2020,PR,31383,14469.0,16914.0,639,180.0,412,270.0,142.0,8,1.0,08/27/2020 01:42:08 PM,Agree,Agree
6628,11/07/2020,GA,403851,371309.0,32542.0,2072,303.0,8193,8193.0,0.0,37,0.0,11/08/2020 09:40:34 AM,Agree,Agree
6629,10/22/2020,GA,370047,344310.0,25737.0,2037,241.0,7729,7729.0,0.0,25,0.0,10/23/2020 09:44:31 AM,Agree,Agree
6630,12/01/2020,IN,344373,,,5396,0.0,5864,5598.0,266.0,142,0.0,12/02/2020 03:48:48 PM,Not agree,Agree
6631,11/17/2020,TN,320729,298288.0,22441.0,1841,207.0,3995,3705.0,290.0,72,12.0,11/18/2020 02:57:46 PM,Agree,Agree
6632,03/08/2020,OH,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
6633,12/27/2020,NJ,461221,,,2320,0.0,18630,16685.0,1945.0,17,0.0,12/28/2020 02:42:49 PM,Not agree,Agree
6634,11/07/2020,CA,956957,,,5863,0.0,17939,,,73,0.0,11/08/2020 02:40:34 PM,Not agree,Not agree
6635,10/21/2020,MN,126591,,,1060,13.0,2334,2269.0,65.0,35,1.0,10/22/2020 01:34:46 PM,,Agree
6636,05/05/2020,NYC,171723,171723.0,0.0,1189,0.0,19107,13724.0,5383.0,198,10.0,05/06/2020 04:23:08 PM,Agree,Agree
6637,03/24/2020,KY,163,,,39,,4,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
6638,02/17/2020,ND,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
6639,12/08/2020,NV,173281,,,2694,0.0,2359,,,40,0.0,12/09/2020 02:45:40 PM,,
6640,05/01/2020,IL,56055,56055.0,0.0,3137,0.0,2457,2457.0,0.0,102,0.0,05/02/2020 03:47:19 PM,Agree,Agree
6641,05/16/2020,NJ,145089,,,1184,0.0,10249,10249.0,0.0,111,0.0,05/17/2020 03:27:46 PM,Not agree,Agree
6642,07/09/2020,AS,0,,,0,0.0,0,,,0,0.0,07/10/2020 03:35:06 PM,,
6643,02/26/2020,ND,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
6644,12/15/2020,AR,189198,,,2141,905.0,3016,,,26,10.0,12/16/2020 02:28:57 PM,Not agree,Not agree
6645,12/13/2020,PA,491802,450377.0,41425.0,10684,845.0,12565,,,129,101.0,12/14/2020 02:36:45 PM,Agree,Not agree
6646,05/17/2020,ID,2419,2203.0,216.0,0,0.0,73,73.0,0.0,0,-20.0,05/18/2020 04:01:54 PM,Agree,Agree
6647,11/01/2020,MN,150672,,,2200,27.0,2529,2455.0,74.0,18,1.0,11/02/2020 02:53:09 PM,,Agree
6648,06/30/2020,TX,159986,,,6975,0.0,2424,,,21,0.0,07/01/2020 03:45:16 PM,Not agree,Not agree
6649,06/11/2020,FL,67456,,,1677,0.0,2848,,,47,0.0,06/12/2020 02:17:59 PM,Not agree,Not agree
6650,02/29/2020,MA,1,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
6651,08/22/2020,ND,9876,9876.0,0.0,140,0.0,136,,,1,0.0,08/23/2020 02:15:28 PM,Agree,Not agree
6652,01/28/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
6653,07/13/2020,NM,15291,,,263,0.0,548,,,3,0.0,07/14/2020 03:13:07 PM,,Not agree
6654,08/19/2020,GA,251224,241862.0,9362.0,2512,156.0,4849,4849.0,0.0,55,0.0,08/20/2020 11:11:45 AM,Agree,Agree
6655,03/07/2020,CO,8,,,6,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
6656,10/06/2020,CT,59241,56829.0,2412.0,121,-1.0,4521,3623.0,898.0,4,0.0,10/07/2020 01:45:01 PM,Agree,Agree
6657,08/14/2020,CA,601075,,,7934,0.0,10996,,,188,0.0,08/15/2020 02:02:05 PM,Not agree,Not agree
6658,01/25/2020,AS,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
6659,11/28/2020,TN,363466,334511.0,28955.0,6750,905.0,4541,4163.0,378.0,15,2.0,11/29/2020 02:49:08 PM,Agree,Agree
6660,05/11/2020,GA,32005,31988.0,17.0,459,0.0,1442,1442.0,0.0,38,0.0,05/12/2020 01:26:08 PM,Agree,Agree
6661,05/11/2020,WA,17122,,,231,0.0,945,,,14,0.0,05/12/2020 05:26:08 PM,,
6662,03/31/2020,MS,1073,,,136,,22,,,2,,03/30/2020 04:22:39 PM,Agree,Agree
6663,08/09/2020,AR,49383,,,572,0.0,544,,,9,0.0,08/10/2020 02:23:35 PM,Not agree,Not agree
6664,10/22/2020,IL,363746,360159.0,3587.0,4942,0.0,9647,9387.0,260.0,42,0.0,10/23/2020 01:44:31 PM,Agree,Agree
6665,02/25/2020,AR,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
6666,04/20/2020,CT,19815,18495.0,1320.0,1853,1320.0,1331,984.0,347.0,204,166.0,04/20/2020 04:22:39 PM,Agree,Agree
6667,06/12/2020,VA,53869,51499.0,2370.0,658,12.0,1541,1435.0,106.0,7,-2.0,06/13/2020 05:46:26 PM,Agree,Agree
6668,06/05/2020,AL,19396,19082.0,314.0,314,8.0,674,672.0,2.0,21,0.0,06/06/2020 02:31:37 PM,Agree,Agree
6669,07/12/2020,SC,56648,56485.0,163.0,1949,2.0,961,950.0,11.0,10,0.0,07/13/2020 03:19:34 PM,Agree,Agree
6670,06/30/2020,NE,19177,,,135,0.0,274,,,5,0.0,07/01/2020 03:45:16 PM,Not agree,Not agree
6671,04/05/2020,MS,1738,,,283,,51,,,16,,04/04/2020 04:22:39 PM,Agree,Agree
6672,09/06/2020,MI,117191,106215.0,10976.0,0,0.0,6806,6534.0,272.0,0,0.0,09/07/2020 01:37:36 PM,Agree,Agree
6673,08/16/2020,NY,195285,,,300,0.0,8901,,,3,0.0,08/17/2020 02:26:31 PM,Not agree,Not agree
6674,05/30/2020,TX,62338,,,1332,0.0,1648,,,22,0.0,05/31/2020 02:43:17 PM,Not agree,Not agree
6675,09/05/2020,WY,4006,3386.0,620.0,17,4.0,42,42.0,0.0,0,0.0,09/06/2020 02:09:04 PM,Agree,Agree
6676,06/01/2020,SC,12148,12148.0,0.0,287,0.0,500,500.0,0.0,6,0.0,06/02/2020 02:16:17 PM,Agree,Agree
6677,05/22/2020,OK,5503,5496.0,7.0,0,0.0,300,300.0,0.0,0,0.0,05/23/2020 05:58:16 PM,Agree,Agree
6678,03/11/2020,WV,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
